grid_id,vertex0_lng,vertex0_lat,vertex1_lng,vertex1_lat,vertex2_lng,vertex2_lat,vertex3_lng,vertex3_lat
42,30.65898,103.90840747453143,30.65898,103.96068031635428,30.614013983225355,103.96068031635428,30.614013983225355,103.90840747453143
43,30.65898,103.96068031635428,30.65898,104.01295315817714,30.614013983225355,104.01295315817714,30.614013983225355,103.96068031635428
44,30.65898,104.01295315817714,30.65898,104.065226,30.614013983225355,104.065226,30.614013983225355,104.01295315817714
45,30.65898,104.065226,30.65898,104.11749884182285,30.614013983225355,104.11749884182285,30.614013983225355,104.065226
46,30.65898,104.11749884182285,30.65898,104.1697716836457,30.614013983225355,104.1697716836457,30.614013983225355,104.11749884182285
47,30.65898,104.1697716836457,30.65898,104.22204452546856,30.614013983225355,104.22204452546856,30.614013983225355,104.1697716836457
48,30.65898,104.22204452546856,30.65898,104.27431736729142,30.614013983225355,104.27431736729142,30.614013983225355,104.22204452546856
49,30.65898,104.27431736729142,30.65898,104.32659020911427,30.614013983225355,104.32659020911427,30.614013983225355,104.27431736729142
50,30.703946016774644,103.80386179088572,30.703946016774644,103.85613463270857,30.65898,103.85613463270857,30.65898,103.80386179088572
51,30.703946016774644,103.85613463270857,30.703946016774644,103.90840747453143,30.65898,103.90840747453143,30.65898,103.85613463270857
52,30.703946016774644,103.90840747453143,30.703946016774644,103.96068031635428,30.65898,103.96068031635428,30.65898,103.90840747453143
53,30.703946016774644,103.96068031635428,30.703946016774644,104.01295315817714,30.65898,104.01295315817714,30.65898,103.96068031635428
54,30.703946016774644,104.01295315817714,30.703946016774644,104.065226,30.65898,104.065226,30.65898,104.01295315817714
55,30.703946016774644,104.065226,30.703946016774644,104.11749884182285,30.65898,104.11749884182285,30.65898,104.065226
56,30.703946016774644,104.11749884182285,30.703946016774644,104.1697716836457,30.65898,104.1697716836457,30.65898,104.11749884182285
57,30.703946016774644,104.1697716836457,30.703946016774644,104.22204452546856,30.65898,104.22204452546856,30.65898,104.1697716836457
58,30.703946016774644,104.22204452546856,30.703946016774644,104.27431736729142,30.65898,104.27431736729142,30.65898,104.22204452546856
59,30.703946016774644,104.27431736729142,30.703946016774644,104.32659020911427,30.65898,104.32659020911427,30.65898,104.27431736729142
60,30.74891203354929,103.80386179088572,30.74891203354929,103.85613463270857,30.703946016774644,103.85613463270857,30.703946016774644,103.80386179088572
61,30.74891203354929,103.85613463270857,30.74891203354929,103.90840747453143,30.703946016774644,103.90840747453143,30.703946016774644,103.85613463270857
62,30.74891203354929,103.90840747453143,30.74891203354929,103.96068031635428,30.703946016774644,103.96068031635428,30.703946016774644,103.90840747453143
63,30.74891203354929,103.96068031635428,30.74891203354929,104.01295315817714,30.703946016774644,104.01295315817714,30.703946016774644,103.96068031635428
64,30.74891203354929,104.01295315817714,30.74891203354929,104.065226,30.703946016774644,104.065226,30.703946016774644,104.01295315817714
65,30.74891203354929,104.065226,30.74891203354929,104.11749884182285,30.703946016774644,104.11749884182285,30.703946016774644,104.065226
66,30.74891203354929,104.11749884182285,30.74891203354929,104.1697716836457,30.703946016774644,104.1697716836457,30.703946016774644,104.11749884182285
67,30.74891203354929,104.1697716836457,30.74891203354929,104.22204452546856,30.703946016774644,104.22204452546856,30.703946016774644,104.1697716836457
68,30.74891203354929,104.22204452546856,30.74891203354929,104.27431736729142,30.703946016774644,104.27431736729142,30.703946016774644,104.22204452546856
69,30.74891203354929,104.27431736729142,30.74891203354929,104.32659020911427,30.703946016774644,104.32659020911427,30.703946016774644,104.27431736729142
70,30.793878050323933,103.80386179088572,30.793878050323933,103.85613463270857,30.74891203354929,103.85613463270857,30.74891203354929,103.80386179088572
71,30.793878050323933,103.85613463270857,30.793878050323933,103.90840747453143,30.74891203354929,103.90840747453143,30.74891203354929,103.85613463270857
72,30.793878050323933,103.90840747453143,30.793878050323933,103.96068031635428,30.74891203354929,103.96068031635428,30.74891203354929,103.90840747453143
73,30.793878050323933,103.96068031635428,30.793878050323933,104.01295315817714,30.74891203354929,104.01295315817714,30.74891203354929,103.96068031635428
74,30.793878050323933,104.01295315817714,30.793878050323933,104.065226,30.74891203354929,104.065226,30.74891203354929,104.01295315817714
75,30.793878050323933,104.065226,30.793878050323933,104.11749884182285,30.74891203354929,104.11749884182285,30.74891203354929,104.065226
76,30.793878050323933,104.11749884182285,30.793878050323933,104.1697716836457,30.74891203354929,104.1697716836457,30.74891203354929,104.11749884182285
77,30.793878050323933,104.1697716836457,30.793878050323933,104.22204452546856,30.74891203354929,104.22204452546856,30.74891203354929,104.1697716836457
78,30.793878050323933,104.22204452546856,30.793878050323933,104.27431736729142,30.74891203354929,104.27431736729142,30.74891203354929,104.22204452546856
79,30.793878050323933,104.27431736729142,30.793878050323933,104.32659020911427,30.74891203354929,104.32659020911427,30.74891203354929,104.27431736729142
80,30.838844067098577,103.80386179088572,30.838844067098577,103.85613463270857,30.793878050323933,103.85613463270857,30.793878050323933,103.80386179088572
81,30.838844067098577,103.85613463270857,30.838844067098577,103.90840747453143,30.793878050323933,103.90840747453143,30.793878050323933,103.85613463270857
82,30.838844067098577,103.90840747453143,30.838844067098577,103.96068031635428,30.793878050323933,103.96068031635428,30.793878050323933,103.90840747453143
83,30.838844067098577,103.96068031635428,30.838844067098577,104.01295315817714,30.793878050323933,104.01295315817714,30.793878050323933,103.96068031635428
84,30.838844067098577,104.01295315817714,30.838844067098577,104.065226,30.793878050323933,104.065226,30.793878050323933,104.01295315817714
85,30.838844067098577,104.065226,30.838844067098577,104.11749884182285,30.793878050323933,104.11749884182285,30.793878050323933,104.065226
86,30.838844067098577,104.11749884182285,30.838844067098577,104.1697716836457,30.793878050323933,104.1697716836457,30.793878050323933,104.11749884182285
87,30.838844067098577,104.1697716836457,30.838844067098577,104.22204452546856,30.793878050323933,104.22204452546856,30.793878050323933,104.1697716836457
88,30.838844067098577,104.22204452546856,30.838844067098577,104.27431736729142,30.793878050323933,104.27431736729142,30.793878050323933,104.22204452546856
89,30.838844067098577,104.27431736729142,30.838844067098577,104.32659020911427,30.793878050323933,104.32659020911427,30.793878050323933,104.27431736729142
90,30.88381008387322,103.80386179088572,30.88381008387322,103.85613463270857,30.838844067098577,103.85613463270857,30.838844067098577,103.80386179088572
91,30.88381008387322,103.85613463270857,30.88381008387322,103.90840747453143,30.838844067098577,103.90840747453143,30.838844067098577,103.85613463270857
92,30.88381008387322,103.90840747453143,30.88381008387322,103.96068031635428,30.838844067098577,103.96068031635428,30.838844067098577,103.90840747453143
93,30.88381008387322,103.96068031635428,30.88381008387322,104.01295315817714,30.838844067098577,104.01295315817714,30.838844067098577,103.96068031635428
94,30.88381008387322,104.01295315817714,30.88381008387322,104.065226,30.838844067098577,104.065226,30.838844067098577,104.01295315817714
95,30.88381008387322,104.065226,30.88381008387322,104.11749884182285,30.838844067098577,104.11749884182285,30.838844067098577,104.065226
96,30.88381008387322,104.11749884182285,30.88381008387322,104.1697716836457,30.838844067098577,104.1697716836457,30.838844067098577,104.11749884182285
97,30.88381008387322,104.1697716836457,30.88381008387322,104.22204452546856,30.838844067098577,104.22204452546856,30.838844067098577,104.1697716836457
98,30.88381008387322,104.22204452546856,30.88381008387322,104.27431736729142,30.838844067098577,104.27431736729142,30.838844067098577,104.22204452546856
99,30.88381008387322,104.27431736729142,30.88381008387322,104.32659020911427,30.838844067098577,104.32659020911427,30.838844067098577,104.27431736729142
